,business_product_instance_id,cost,duration,number_of_sms,total_volume,event_type,event_id,date,direction,calling_msisdn,called_msisdn,roaming
6443,24.0,0.0,24,0.0,0.0,call,4092,2022-03-03,outcoming,-1,-1,False
6454,24.0,0.0,22,0.0,0.0,call,4093,2022-03-29,outcoming,-1,-1,True
6464,24.0,0.0,11,0.0,0.0,call,4094,2022-03-10,outcoming,-1,-1,False
6465,24.0,0.0,12,0.0,0.0,call,4095,2022-03-17,outcoming,-1,-1,False
6470,24.0,0.0,97,0.0,0.0,call,4096,2022-03-29,outcoming,-1,-1,False
6483,24.0,0.0,98,0.0,0.0,call,4097,2022-03-18,outcoming,-1,-1,False
6488,24.0,0.0,13,0.0,0.0,call,4098,2022-03-02,outcoming,-1,-1,False
6499,24.0,0.0,1,0.0,0.0,call,4099,2022-03-17,outcoming,-1,-1,False
6522,24.0,0.0,78,0.0,0.0,call,4100,2022-03-03,outcoming,-1,-1,False
6523,24.0,0.0,61,0.0,0.0,call,4101,2022-03-14,outcoming,-1,-1,False
6526,24.0,0.0,36,0.0,0.0,call,4102,2022-03-29,outcoming,-1,-1,False
6534,24.0,0.0,52,0.0,0.0,call,4103,2022-03-19,outcoming,-1,-1,False
6536,24.0,0.0,91,0.0,0.0,call,4104,2022-03-14,outcoming,-1,-1,False
6542,24.0,0.0,59,0.0,0.0,call,4105,2022-03-26,outcoming,-1,-1,False
6544,24.0,0.0,17,0.0,0.0,call,4106,2022-03-05,outcoming,-1,-1,False
6548,24.0,0.0,84,0.0,0.0,call,4107,2022-03-07,outcoming,-1,-1,False
6570,24.0,0.0,76,0.0,0.0,call,4108,2022-03-14,outcoming,-1,-1,False
6574,24.0,0.0,3,0.0,0.0,call,4109,2022-03-22,outcoming,-1,-1,False
6580,24.0,0.0,91,0.0,0.0,call,4110,2022-03-07,outcoming,-1,-1,False
6583,24.0,0.0,75,0.0,0.0,call,4111,2022-03-21,outcoming,-1,-1,False
6587,24.0,0.0,52,0.0,0.0,call,4112,2022-03-25,outcoming,-1,-1,True
6589,24.0,0.0,20,0.0,0.0,call,4113,2022-03-12,outcoming,-1,-1,False
6590,24.0,0.0,67,0.0,0.0,call,4114,2022-03-11,outcoming,-1,-1,False
6594,24.0,0.0,28,0.0,0.0,call,4115,2022-03-25,outcoming,-1,-1,True
6596,24.0,0.0,89,0.0,0.0,call,4116,2022-03-02,outcoming,-1,-1,False
6598,24.0,0.0,57,0.0,0.0,call,4117,2022-03-30,outcoming,-1,-1,False
6607,24.0,0.0,20,0.0,0.0,call,4118,2022-03-20,outcoming,-1,-1,False
6610,24.0,0.0,45,0.0,0.0,call,4119,2022-03-21,outcoming,-1,-1,False
6612,24.0,0.0,5,0.0,0.0,call,4120,2022-03-29,outcoming,-1,-1,False
6621,24.0,0.0,76,0.0,0.0,call,4121,2022-03-10,outcoming,-1,-1,False
6629,24.0,0.0,89,0.0,0.0,call,4122,2022-03-03,outcoming,-1,-1,False
6630,24.0,0.0,67,0.0,0.0,call,4123,2022-03-17,outcoming,-1,-1,False
6631,24.0,0.0,42,0.0,0.0,call,4124,2022-03-12,outcoming,-1,-1,False
6632,24.0,0.0,66,0.0,0.0,call,4125,2022-03-05,outcoming,-1,-1,False
6637,24.0,0.0,7,0.0,0.0,call,4126,2022-03-26,outcoming,-1,-1,False
6639,24.0,0.0,85,0.0,0.0,call,4127,2022-03-23,outcoming,-1,-1,False
6643,24.0,0.0,36,0.0,0.0,call,4128,2022-03-12,outcoming,-1,-1,False
6644,24.0,0.0,99,0.0,0.0,call,4129,2022-03-22,outcoming,-1,-1,True
6650,24.0,0.0,90,0.0,0.0,call,4130,2022-03-09,outcoming,-1,-1,False
6651,24.0,0.0,90,0.0,0.0,call,4131,2022-03-20,outcoming,-1,-1,False
6657,24.0,0.0,43,0.0,0.0,call,4132,2022-03-28,outcoming,-1,-1,False
6665,24.0,0.0,24,0.0,0.0,call,4133,2022-03-09,outcoming,-1,-1,False
6666,24.0,0.0,45,0.0,0.0,call,4134,2022-03-26,outcoming,-1,-1,False
6669,24.0,0.0,38,0.0,0.0,call,4135,2022-03-03,outcoming,-1,-1,False
6670,24.0,0.0,14,0.0,0.0,call,4136,2022-03-25,outcoming,-1,-1,False
6676,24.0,0.0,56,0.0,0.0,call,4137,2022-03-28,outcoming,-1,-1,False
6677,24.0,0.0,99,0.0,0.0,call,4138,2022-03-01,outcoming,-1,-1,False
6679,24.0,0.0,86,0.0,0.0,call,4139,2022-03-14,outcoming,-1,-1,False
6680,24.0,0.0,59,0.0,0.0,call,4140,2022-03-19,outcoming,-1,-1,False
6686,24.0,0.0,71,0.0,0.0,call,4141,2022-03-25,outcoming,-1,-1,False
6687,24.0,0.0,55,0.0,0.0,call,4142,2022-03-20,outcoming,-1,-1,False
6688,24.0,0.0,37,0.0,0.0,call,4143,2022-03-30,outcoming,-1,-1,False
6698,24.0,0.0,87,0.0,0.0,call,4144,2022-03-05,outcoming,-1,-1,False
6701,24.0,0.0,65,0.0,0.0,call,4145,2022-03-12,outcoming,-1,-1,False
6705,24.0,0.0,59,0.0,0.0,call,4146,2022-03-09,outcoming,-1,-1,False
6706,24.0,0.0,78,0.0,0.0,call,4147,2022-03-06,outcoming,-1,-1,False
6709,24.0,0.0,71,0.0,0.0,call,4148,2022-03-22,outcoming,-1,-1,True
6718,24.0,0.0,93,0.0,0.0,call,4149,2022-03-30,outcoming,-1,-1,True
6724,24.0,0.0,96,0.0,0.0,call,4150,2022-03-15,outcoming,-1,-1,False
6727,24.0,0.0,55,0.0,0.0,call,4151,2022-03-08,outcoming,-1,-1,False
6728,24.0,0.0,51,0.0,0.0,call,4152,2022-03-06,outcoming,-1,-1,False
6729,24.0,0.0,92,0.0,0.0,call,4153,2022-03-16,outcoming,-1,-1,False
6730,24.0,0.0,33,0.0,0.0,call,4154,2022-03-19,outcoming,-1,-1,False
6734,24.0,0.0,32,0.0,0.0,call,4155,2022-03-12,outcoming,-1,-1,False
6735,24.0,0.0,69,0.0,0.0,call,4156,2022-03-03,outcoming,-1,-1,False
6739,24.0,0.0,34,0.0,0.0,call,4157,2022-03-08,outcoming,-1,-1,False
6740,24.0,0.0,27,0.0,0.0,call,4158,2022-03-08,outcoming,-1,-1,False
6743,24.0,0.0,75,0.0,0.0,call,4159,2022-03-24,outcoming,-1,-1,False
6745,24.0,0.0,88,0.0,0.0,call,4160,2022-03-23,outcoming,-1,-1,False
6747,24.0,0.0,24,0.0,0.0,call,4161,2022-03-06,outcoming,-1,-1,False
6748,24.0,0.0,73,0.0,0.0,call,4162,2022-03-13,outcoming,-1,-1,True
6749,24.0,0.0,49,0.0,0.0,call,4163,2022-03-09,outcoming,-1,-1,False
6753,24.0,0.0,99,0.0,0.0,call,4164,2022-03-30,outcoming,-1,-1,False
6755,24.0,0.0,64,0.0,0.0,call,4165,2022-03-08,outcoming,-1,-1,False
6756,24.0,0.0,96,0.0,0.0,call,4166,2022-03-24,outcoming,-1,-1,False
6758,24.0,0.0,75,0.0,0.0,call,4167,2022-03-09,outcoming,-1,-1,False
6772,24.0,0.0,4,0.0,0.0,call,4168,2022-03-24,outcoming,-1,-1,False
6775,24.0,0.0,57,0.0,0.0,call,4169,2022-03-25,outcoming,-1,-1,False
6777,24.0,0.0,78,0.0,0.0,call,4170,2022-03-13,outcoming,-1,-1,False
6779,24.0,0.0,85,0.0,0.0,call,4171,2022-03-06,outcoming,-1,-1,True
6782,24.0,0.0,47,0.0,0.0,call,4172,2022-03-10,outcoming,-1,-1,False
6783,24.0,0.0,1,0.0,0.0,call,4173,2022-03-11,outcoming,-1,-1,False
6785,24.0,0.0,95,0.0,0.0,call,4174,2022-03-02,outcoming,-1,-1,False
6786,24.0,0.0,80,0.0,0.0,call,4175,2022-03-12,outcoming,-1,-1,False
6787,24.0,0.0,76,0.0,0.0,call,4176,2022-03-07,outcoming,-1,-1,False
6790,24.0,0.0,13,0.0,0.0,call,4177,2022-03-03,outcoming,-1,-1,True
6793,24.0,0.0,27,0.0,0.0,call,4178,2022-03-07,outcoming,-1,-1,False
6803,24.0,0.0,93,0.0,0.0,call,4179,2022-03-07,outcoming,-1,-1,False
6807,24.0,0.0,2,0.0,0.0,call,4180,2022-03-14,outcoming,-1,-1,False
6808,24.0,0.0,7,0.0,0.0,call,4181,2022-03-30,outcoming,-1,-1,False
6809,24.0,0.0,90,0.0,0.0,call,4182,2022-03-16,outcoming,-1,-1,False
6815,24.0,0.0,13,0.0,0.0,call,4183,2022-03-08,outcoming,-1,-1,False
6817,24.0,0.0,96,0.0,0.0,call,4184,2022-03-27,outcoming,-1,-1,False
6820,24.0,0.0,82,0.0,0.0,call,4185,2022-03-03,outcoming,-1,-1,True
6823,24.0,0.0,54,0.0,0.0,call,4186,2022-03-04,outcoming,-1,-1,False
6826,24.0,0.0,75,0.0,0.0,call,4187,2022-03-30,outcoming,-1,-1,False
6831,24.0,0.0,14,0.0,0.0,call,4188,2022-03-20,outcoming,-1,-1,False
6832,24.0,0.0,25,0.0,0.0,call,4189,2022-03-21,outcoming,-1,-1,False
6833,24.0,0.0,10,0.0,0.0,call,4190,2022-03-07,outcoming,-1,-1,False
6838,24.0,0.0,25,0.0,0.0,call,4191,2022-03-20,outcoming,-1,-1,False
6842,24.0,0.0,86,0.0,0.0,call,4192,2022-03-26,outcoming,-1,-1,False
6843,24.0,0.0,21,0.0,0.0,call,4193,2022-03-03,outcoming,-1,-1,False
6846,24.0,0.0,63,0.0,0.0,call,4194,2022-03-25,outcoming,-1,-1,False
6851,24.0,0.0,95,0.0,0.0,call,4195,2022-03-20,outcoming,-1,-1,False
6855,24.0,0.0,63,0.0,0.0,call,4196,2022-03-22,outcoming,-1,-1,False
6861,24.0,0.0,15,0.0,0.0,call,4197,2022-03-28,outcoming,-1,-1,False
6865,24.0,0.0,28,0.0,0.0,call,4198,2022-03-27,outcoming,-1,-1,False
6866,24.0,0.0,74,0.0,0.0,call,4199,2022-03-16,outcoming,-1,-1,False
6867,24.0,0.0,18,0.0,0.0,call,4200,2022-03-03,outcoming,-1,-1,False
6871,24.0,0.0,70,0.0,0.0,call,4201,2022-03-25,outcoming,-1,-1,False
6875,24.0,0.0,78,0.0,0.0,call,4202,2022-03-05,outcoming,-1,-1,False
6878,24.0,0.0,63,0.0,0.0,call,4203,2022-03-14,outcoming,-1,-1,False
6879,24.0,0.0,22,0.0,0.0,call,4204,2022-03-25,outcoming,-1,-1,False
6881,24.0,0.0,29,0.0,0.0,call,4205,2022-03-03,outcoming,-1,-1,False
6884,24.0,0.0,56,0.0,0.0,call,4206,2022-03-18,outcoming,-1,-1,False
6889,24.0,0.0,11,0.0,0.0,call,4207,2022-03-11,outcoming,-1,-1,False
6890,24.0,0.0,4,0.0,0.0,call,4208,2022-03-03,outcoming,-1,-1,False
6894,24.0,0.0,53,0.0,0.0,call,4209,2022-03-06,outcoming,-1,-1,False
6899,24.0,0.0,13,0.0,0.0,call,4210,2022-03-12,outcoming,-1,-1,False
6902,24.0,0.0,32,0.0,0.0,call,4211,2022-03-24,outcoming,-1,-1,True
6904,24.0,0.0,58,0.0,0.0,call,4212,2022-03-15,outcoming,-1,-1,False
6906,24.0,0.0,10,0.0,0.0,call,4213,2022-03-24,outcoming,-1,-1,False
6909,24.0,0.0,9,0.0,0.0,call,4214,2022-03-13,outcoming,-1,-1,False
6918,24.0,0.0,95,0.0,0.0,call,4215,2022-03-30,outcoming,-1,-1,False
6920,24.0,0.0,62,0.0,0.0,call,4216,2022-03-20,outcoming,-1,-1,False
6922,24.0,0.0,16,0.0,0.0,call,4217,2022-03-01,outcoming,-1,-1,True
6923,24.0,0.0,43,0.0,0.0,call,4218,2022-03-29,outcoming,-1,-1,False
6930,24.0,0.0,10,0.0,0.0,call,4219,2022-03-19,outcoming,-1,-1,False
6933,24.0,0.0,20,0.0,0.0,call,4220,2022-03-09,outcoming,-1,-1,False
6938,24.0,0.0,23,0.0,0.0,call,4221,2022-03-26,outcoming,-1,-1,False
6943,24.0,0.0,35,0.0,0.0,call,4222,2022-03-07,outcoming,-1,-1,False
6948,24.0,0.0,87,0.0,0.0,call,4223,2022-03-29,outcoming,-1,-1,False
6950,24.0,0.0,38,0.0,0.0,call,4224,2022-03-05,outcoming,-1,-1,False
6952,24.0,0.0,82,0.0,0.0,call,4225,2022-03-16,outcoming,-1,-1,False
6955,24.0,0.0,82,0.0,0.0,call,4226,2022-03-15,outcoming,-1,-1,False
6965,24.0,0.0,30,0.0,0.0,call,4227,2022-03-18,outcoming,-1,-1,False
6966,24.0,0.0,88,0.0,0.0,call,4228,2022-03-08,outcoming,-1,-1,False
6972,24.0,0.0,55,0.0,0.0,call,4229,2022-03-04,outcoming,-1,-1,False
6975,24.0,0.0,54,0.0,0.0,call,4230,2022-03-24,outcoming,-1,-1,False
6988,24.0,0.0,55,0.0,0.0,call,4231,2022-03-15,outcoming,-1,-1,False
6990,24.0,0.0,32,0.0,0.0,call,4232,2022-03-20,outcoming,-1,-1,False
6998,24.0,0.0,77,0.0,0.0,call,4233,2022-03-19,outcoming,-1,-1,False
7017,24.0,0.0,15,0.0,0.0,call,4234,2022-03-14,outcoming,-1,-1,True
7020,24.0,0.0,15,0.0,0.0,call,4235,2022-03-07,outcoming,-1,-1,False
7028,24.0,0.0,10,0.0,0.0,call,4236,2022-03-02,outcoming,-1,-1,False
7031,24.0,0.0,70,0.0,0.0,call,4237,2022-03-30,outcoming,-1,-1,False
7042,24.0,0.0,26,0.0,0.0,call,4238,2022-03-14,outcoming,-1,-1,False
7052,24.0,0.0,26,0.0,0.0,call,4239,2022-03-15,outcoming,-1,-1,False
7058,24.0,0.0,20,0.0,0.0,call,4240,2022-03-05,outcoming,-1,-1,False
7065,24.0,0.0,11,0.0,0.0,call,4241,2022-03-09,outcoming,-1,-1,False
7073,24.0,0.0,83,0.0,0.0,call,4242,2022-03-24,outcoming,-1,-1,True
7077,24.0,0.0,84,0.0,0.0,call,4243,2022-03-09,outcoming,-1,-1,False
7082,24.0,0.0,78,0.0,0.0,call,4244,2022-03-23,outcoming,-1,-1,False
7084,24.0,0.0,21,0.0,0.0,call,4245,2022-03-13,outcoming,-1,-1,False
7088,24.0,0.0,11,0.0,0.0,call,4246,2022-03-15,outcoming,-1,-1,False
7091,24.0,0.0,58,0.0,0.0,call,4247,2022-03-03,outcoming,-1,-1,False
7104,24.0,0.0,50,0.0,0.0,call,4248,2022-03-03,outcoming,-1,-1,False
7109,24.0,0.0,6,0.0,0.0,call,4249,2022-03-28,outcoming,-1,-1,True
7114,24.0,0.0,28,0.0,0.0,call,4250,2022-03-03,outcoming,-1,-1,False
7115,24.0,0.0,73,0.0,0.0,call,4251,2022-03-09,outcoming,-1,-1,False
7118,24.0,0.0,83,0.0,0.0,call,4252,2022-03-28,outcoming,-1,-1,False
7122,24.0,0.0,43,0.0,0.0,call,4253,2022-03-05,outcoming,-1,-1,False
7130,24.0,0.0,32,0.0,0.0,call,4254,2022-03-07,outcoming,-1,-1,False
7139,24.0,0.0,92,0.0,0.0,call,4255,2022-03-25,outcoming,-1,-1,False
7143,24.0,0.0,56,0.0,0.0,call,4256,2022-03-18,outcoming,-1,-1,False
7144,24.0,0.0,58,0.0,0.0,call,4257,2022-03-12,outcoming,-1,-1,False
7148,24.0,0.0,1,0.0,0.0,call,4258,2022-03-25,outcoming,-1,-1,False
7149,24.0,0.0,90,0.0,0.0,call,4259,2022-03-01,outcoming,-1,-1,False
7150,24.0,0.0,5,0.0,0.0,call,4260,2022-03-22,outcoming,-1,-1,False
7157,24.0,0.0,3,0.0,0.0,call,4261,2022-03-08,outcoming,-1,-1,False
7160,24.0,0.0,4,0.0,0.0,call,4262,2022-03-06,outcoming,-1,-1,False
7161,24.0,0.0,62,0.0,0.0,call,4263,2022-03-17,outcoming,-1,-1,False
7163,24.0,0.0,14,0.0,0.0,call,4264,2022-03-02,outcoming,-1,-1,False
7171,24.0,0.0,61,0.0,0.0,call,4265,2022-03-21,outcoming,-1,-1,True
7173,24.0,0.0,96,0.0,0.0,call,4266,2022-03-11,outcoming,-1,-1,False
7182,24.0,0.0,56,0.0,0.0,call,4267,2022-03-28,outcoming,-1,-1,False
7187,24.0,0.0,72,0.0,0.0,call,4268,2022-03-07,outcoming,-1,-1,False
7192,24.0,0.0,53,0.0,0.0,call,4269,2022-03-09,outcoming,-1,-1,False
7209,24.0,0.0,39,0.0,0.0,call,4270,2022-03-21,outcoming,-1,-1,False
7213,24.0,0.0,5,0.0,0.0,call,4271,2022-03-04,outcoming,-1,-1,False
7214,24.0,0.0,38,0.0,0.0,call,4272,2022-03-06,outcoming,-1,-1,True
7225,24.0,0.0,2,0.0,0.0,call,4273,2022-03-24,outcoming,-1,-1,False
7234,24.0,0.0,11,0.0,0.0,call,4274,2022-03-21,outcoming,-1,-1,False
7235,24.0,0.0,92,0.0,0.0,call,4275,2022-03-29,outcoming,-1,-1,False
7242,24.0,0.0,16,0.0,0.0,call,4276,,outcoming,-1,-1,False
7244,24.0,0.0,30,0.0,0.0,call,4277,,outcoming,-1,-1,False
7247,24.0,0.0,46,0.0,0.0,call,4278,,outcoming,-1,-1,False
7248,24.0,0.0,48,0.0,0.0,call,4279,,outcoming,-1,-1,False
7253,24.0,0.0,69,0.0,0.0,call,4280,,outcoming,-1,-1,True
7255,24.0,0.0,99,0.0,0.0,call,4281,,outcoming,-1,-1,False
7262,24.0,0.0,61,0.0,0.0,call,4282,,outcoming,-1,-1,False
7264,24.0,0.0,12,0.0,0.0,call,4283,,outcoming,-1,-1,False
7289,24.0,0.0,22,0.0,0.0,call,4284,,outcoming,-1,-1,False
7290,24.0,0.0,11,0.0,0.0,call,4285,,outcoming,-1,-1,False
7291,24.0,0.0,52,0.0,0.0,call,4286,,outcoming,-1,-1,False
7292,24.0,0.0,49,0.0,0.0,call,4287,,outcoming,-1,-1,False
7293,24.0,0.0,37,0.0,0.0,call,4288,,outcoming,-1,-1,False
7297,24.0,0.0,39,0.0,0.0,call,4289,,outcoming,-1,-1,False
7298,24.0,0.0,29,0.0,0.0,call,4290,,outcoming,-1,-1,False
7299,24.0,0.0,9,0.0,0.0,call,4291,,outcoming,-1,-1,False
7305,24.0,0.0,10,0.0,0.0,call,4292,,outcoming,-1,-1,False
7308,24.0,0.0,81,0.0,0.0,call,4293,,outcoming,-1,-1,False
7311,24.0,0.0,63,0.0,0.0,call,4294,,outcoming,-1,-1,False
7315,24.0,0.0,88,0.0,0.0,call,4295,,outcoming,-1,-1,False
7317,24.0,0.0,62,0.0,0.0,call,4296,,outcoming,-1,-1,False
7319,24.0,0.0,16,0.0,0.0,call,4297,,outcoming,-1,-1,False
7323,24.0,0.0,63,0.0,0.0,call,4298,,outcoming,-1,-1,False
7324,24.0,0.0,51,0.0,0.0,call,4299,,outcoming,-1,-1,False
7326,24.0,0.0,38,0.0,0.0,call,4300,,outcoming,-1,-1,False
7335,24.0,0.0,93,0.0,0.0,call,4301,,outcoming,-1,-1,False
7339,24.0,0.0,79,0.0,0.0,call,4302,,outcoming,-1,-1,False
7340,24.0,0.0,97,0.0,0.0,call,4303,,outcoming,-1,-1,False
7344,24.0,0.0,76,0.0,0.0,call,4304,,outcoming,-1,-1,False
7351,24.0,0.0,60,0.0,0.0,call,4305,,outcoming,-1,-1,False
7356,24.0,0.0,43,0.0,0.0,call,4306,,outcoming,-1,-1,False
7357,24.0,0.0,86,0.0,0.0,call,4307,,outcoming,-1,-1,False
7360,24.0,0.0,8,0.0,0.0,call,4308,,outcoming,-1,-1,False
7361,24.0,0.0,79,0.0,0.0,call,4309,,outcoming,-1,-1,False
7363,24.0,0.0,75,0.0,0.0,call,4310,,outcoming,-1,-1,False
7373,24.0,0.0,75,0.0,0.0,call,4311,,outcoming,-1,-1,False
7376,24.0,0.0,87,0.0,0.0,call,4312,,outcoming,-1,-1,False
7380,24.0,0.0,79,0.0,0.0,call,4313,,outcoming,-1,-1,True
7381,24.0,0.0,86,0.0,0.0,call,4314,,outcoming,-1,-1,False
7404,24.0,0.0,64,0.0,0.0,call,4315,,outcoming,-1,-1,False
7406,24.0,0.0,83,0.0,0.0,call,4316,,outcoming,-1,-1,False
7408,24.0,0.0,91,0.0,0.0,call,4317,,outcoming,-1,-1,False
7410,24.0,0.0,4,0.0,0.0,call,4318,,outcoming,-1,-1,False
7412,24.0,0.0,73,0.0,0.0,call,4319,,outcoming,-1,-1,False
7413,24.0,0.0,63,0.0,0.0,call,4320,,outcoming,-1,-1,False
7414,24.0,0.0,49,0.0,0.0,call,4321,,outcoming,-1,-1,False
7416,24.0,0.0,15,0.0,0.0,call,4322,,outcoming,-1,-1,False
7425,24.0,0.0,85,0.0,0.0,call,4323,,outcoming,-1,-1,False
7427,24.0,0.0,86,0.0,0.0,call,4324,,outcoming,-1,-1,True
7431,24.0,0.0,52,0.0,0.0,call,4325,,outcoming,-1,-1,False
7436,24.0,0.0,94,0.0,0.0,call,4326,,outcoming,-1,-1,False
7437,24.0,0.0,81,0.0,0.0,call,4327,,outcoming,-1,-1,False
7442,24.0,0.0,25,0.0,0.0,call,4328,,outcoming,-1,-1,False
7446,24.0,0.0,66,0.0,0.0,call,4329,,outcoming,-1,-1,False
7449,24.0,0.0,74,0.0,0.0,call,4330,,outcoming,-1,-1,False
7455,24.0,0.0,12,0.0,0.0,call,4331,,outcoming,-1,-1,False
7458,24.0,0.0,17,0.0,0.0,call,4332,,outcoming,-1,-1,True
7466,24.0,0.0,44,0.0,0.0,call,4333,,outcoming,-1,-1,False
7467,24.0,0.0,67,0.0,0.0,call,4334,,outcoming,-1,-1,False
7482,24.0,0.0,58,0.0,0.0,call,4335,,outcoming,-1,-1,False
7484,24.0,0.0,50,0.0,0.0,call,4336,,outcoming,-1,-1,False
7490,24.0,0.0,53,0.0,0.0,call,4337,,outcoming,-1,-1,False
7498,24.0,0.0,90,0.0,0.0,call,4338,,outcoming,-1,-1,True
7500,24.0,0.0,22,0.0,0.0,call,4339,,outcoming,-1,-1,False
7505,24.0,0.0,39,0.0,0.0,call,4340,,outcoming,-1,-1,False
7507,24.0,0.0,56,0.0,0.0,call,4341,,outcoming,-1,-1,True
7518,24.0,0.0,18,0.0,0.0,call,4342,,outcoming,-1,-1,False
7519,24.0,0.0,75,0.0,0.0,call,4343,,outcoming,-1,-1,False
7521,24.0,0.0,46,0.0,0.0,call,4344,,outcoming,-1,-1,False
7529,24.0,0.0,51,0.0,0.0,call,4345,,outcoming,-1,-1,False
7532,24.0,0.0,62,0.0,0.0,call,4346,,outcoming,-1,-1,False
7533,24.0,0.0,78,0.0,0.0,call,4347,,outcoming,-1,-1,False
7534,24.0,0.0,2,0.0,0.0,call,4348,,outcoming,-1,-1,False
7537,24.0,0.0,88,0.0,0.0,call,4349,,outcoming,-1,-1,False
7543,24.0,0.0,8,0.0,0.0,call,4350,,outcoming,-1,-1,False
7545,24.0,0.0,56,0.0,0.0,call,4351,,outcoming,-1,-1,False
7547,24.0,0.0,36,0.0,0.0,call,4352,,outcoming,-1,-1,False
7549,24.0,0.0,44,0.0,0.0,call,4353,,outcoming,-1,-1,False
7553,24.0,0.0,29,0.0,0.0,call,4354,,outcoming,-1,-1,False
7560,24.0,0.0,15,0.0,0.0,call,4355,,outcoming,-1,-1,False
7565,24.0,0.0,81,0.0,0.0,call,4356,,outcoming,-1,-1,False
7567,24.0,0.0,70,0.0,0.0,call,4357,,outcoming,-1,-1,False
7570,24.0,0.0,6,0.0,0.0,call,4358,,outcoming,-1,-1,False
7572,24.0,0.0,7,0.0,0.0,call,4359,,outcoming,-1,-1,False
7573,24.0,0.0,21,0.0,0.0,call,4360,,outcoming,-1,-1,True
7578,24.0,0.0,3,0.0,0.0,call,4361,,outcoming,-1,-1,False
7580,24.0,0.0,85,0.0,0.0,call,4362,,outcoming,-1,-1,False
7581,24.0,0.0,41,0.0,0.0,call,4363,,outcoming,-1,-1,False
7584,24.0,0.0,52,0.0,0.0,call,4364,,outcoming,-1,-1,False
7592,24.0,0.0,37,0.0,0.0,call,4365,,outcoming,-1,-1,False
7603,24.0,0.0,71,0.0,0.0,call,4366,,outcoming,-1,-1,False
7605,24.0,0.0,37,0.0,0.0,call,4367,,outcoming,-1,-1,True
7606,24.0,0.0,59,0.0,0.0,call,4368,,outcoming,-1,-1,False
7608,24.0,0.0,32,0.0,0.0,call,4369,,outcoming,-1,-1,False
7617,24.0,0.0,36,0.0,0.0,call,4370,,outcoming,-1,-1,False
7631,24.0,0.0,35,0.0,0.0,call,4371,,outcoming,-1,-1,False
7634,24.0,0.0,85,0.0,0.0,call,4372,,outcoming,-1,-1,False
7637,24.0,0.0,21,0.0,0.0,call,4373,,outcoming,-1,-1,False
7639,24.0,0.0,41,0.0,0.0,call,4374,,outcoming,-1,-1,False
7642,24.0,0.0,96,0.0,0.0,call,4375,,outcoming,-1,-1,False
7645,24.0,0.0,57,0.0,0.0,call,4376,,outcoming,-1,-1,False
7646,24.0,0.0,49,0.0,0.0,call,4377,,outcoming,-1,-1,False
7648,24.0,0.0,3,0.0,0.0,call,4378,,outcoming,-1,-1,False
7655,24.0,0.0,99,0.0,0.0,call,4379,,outcoming,-1,-1,False
7659,24.0,0.0,89,0.0,0.0,call,4380,,outcoming,-1,-1,False
7662,24.0,0.0,56,0.0,0.0,call,4381,,outcoming,-1,-1,False
7667,24.0,0.0,64,0.0,0.0,call,4382,,outcoming,-1,-1,False
7670,24.0,0.0,59,0.0,0.0,call,4383,,outcoming,-1,-1,False
7671,24.0,0.0,21,0.0,0.0,call,4384,,outcoming,-1,-1,False
7673,24.0,0.0,37,0.0,0.0,call,4385,,outcoming,-1,-1,False
7677,24.0,0.0,82,0.0,0.0,call,4386,,outcoming,-1,-1,False
7686,24.0,0.0,18,0.0,0.0,call,4387,,outcoming,-1,-1,False
7688,24.0,0.0,82,0.0,0.0,call,4388,,outcoming,-1,-1,False
7690,24.0,0.0,90,0.0,0.0,call,4389,,outcoming,-1,-1,False
7698,24.0,0.0,20,0.0,0.0,call,4390,,outcoming,-1,-1,False
7713,24.0,0.0,60,0.0,0.0,call,4391,,outcoming,-1,-1,False
7718,24.0,0.0,59,0.0,0.0,call,4392,,outcoming,-1,-1,True
7722,24.0,0.0,32,0.0,0.0,call,4393,,outcoming,-1,-1,False
7724,24.0,0.0,11,0.0,0.0,call,4394,,outcoming,-1,-1,False
7726,24.0,0.0,96,0.0,0.0,call,4395,,outcoming,-1,-1,False
7728,24.0,0.0,49,0.0,0.0,call,4396,,outcoming,-1,-1,False
7731,24.0,0.0,80,0.0,0.0,call,4397,,outcoming,-1,-1,False
7741,24.0,0.0,34,0.0,0.0,call,4398,,outcoming,-1,-1,False
7747,24.0,0.0,57,0.0,0.0,call,4399,,outcoming,-1,-1,False
7748,24.0,0.0,53,0.0,0.0,call,4400,,outcoming,-1,-1,False
7749,24.0,0.0,16,0.0,0.0,call,4401,,outcoming,-1,-1,True
7751,24.0,0.0,26,0.0,0.0,call,4402,,outcoming,-1,-1,False
7752,24.0,0.0,59,0.0,0.0,call,4403,,outcoming,-1,-1,False
7759,24.0,0.0,90,0.0,0.0,call,4404,,outcoming,-1,-1,False
7767,24.0,0.0,57,0.0,0.0,call,4405,,outcoming,-1,-1,False
7771,24.0,0.0,81,0.0,0.0,call,4406,,outcoming,-1,-1,False
7772,24.0,0.0,92,0.0,0.0,call,4407,,outcoming,-1,-1,False
7773,24.0,0.0,50,0.0,0.0,call,4408,,outcoming,-1,-1,False
7817,24.0,0.0,9,0.0,0.0,call,4409,,outcoming,-1,-1,False
7820,24.0,0.0,71,0.0,0.0,call,4410,,outcoming,-1,-1,False
7821,24.0,0.0,28,0.0,0.0,call,4411,,outcoming,-1,-1,False
